IATA,ICAO,NAME,COUNTRY,ELEVATION,LATITUDE,LONGITUDE,WIKIPEDIA
BNK,YBNA,Ballina Airport,AU,7 feet,"28° 50' 2.04"" S","153° 33' 43.19"" E",https://en.wikipedia.org/wiki/Ballina_Byron_Gateway_Airport
BNL,KBNL,Barnwell Regional Airport,US,246 feet,"33° 15' 28.00"" N","81° 23' 18.00"" W",https://en.wikipedia.org/wiki/Barnwell_Regional_Airport
BNN,ENBN,"Brønnøysund Airport, Brønnøy",NO,25 feet,"65° 27' 39.95"" N","12° 13' 3.00"" E","https://en.wikipedia.org/wiki/Brønnøysund_Airport,_Brønnøy"
BNO,KBNO,Burns Municipal Airport,US,"4,148 feet","43° 35' 30.87"" N","118° 57' 19.57"" W",https://en.wikipedia.org/wiki/Burns_Municipal_Airport
BNP,OPBN,Bannu Airport,PK,0 feet,"32° 58' 22.44"" N","70° 31' 40.44"" E",https://en.wikipedia.org/wiki/Bannu_Airport
BNR,DFOB,Banfora Airport,BF,0 feet,"10° 40' 58.80"" N","4° 43' 1.20"" W",https://en.wikipedia.org/wiki/Banfora_Airport
BNS,SVBI,Barinas Airport,VE,666 feet,"8° 37' 10.45"" N","70° 13' 14.89"" W",https://en.wikipedia.org/wiki/Barinas_Airport
BNU,SSBL,Blumenau Airport,BR,60 feet,"26° 49' 50.32"" S","49° 5' 25.13"" W",
BNW,KBNW,Boone Municipal Airport,US,"1,160 feet","42° 2' 58.45"" N","93° 50' 51.36"" W",https://en.wikipedia.org/wiki/Boone_Municipal_Airport
BNX,LQBK,Banja Luka International Airport,BA,400 feet,"44° 56' 29.04"" N","17° 17' 51.00"" E",https://en.wikipedia.org/wiki/Banja_Luka_International_Airport
BNY,AGGB,Bellona/Anua Airport,,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",https://en.wikipedia.org/wiki/Anua_Airport
BOA,FZAJ,Boma Airport,CD,0 feet,"5° 51' 14.40"" S","13° 3' 50.40"" E",https://en.wikipedia.org/wiki/Boma_Airport
BOB,NTTB,Bora Bora Airport (Motu Mute Airport),PF,10 feet,"16° 26' 39.84"" S","151° 45' 3.63"" W",https://en.wikipedia.org/wiki/Bora_Bora_Airport
BOC,MPBO,"Bocas del Toro ""Isla Colon"" International Airport",PA,10 feet,"9° 20' 27.06"" N","82° 15' 2.88"" W","https://en.wikipedia.org/wiki/Bocas_del_Toro_""Isla_Colón""_International_Airport"
BOD,LFBD,Bordeaux - Mérignac Airport,FR,162 feet,"44° 49' 41.88"" N","0° 42' 56.00"" W",https://en.wikipedia.org/wiki/Bordeaux–Mérignac_Airport
BOE,FCOB,Boundji Airport,CG,0 feet,"1° 1' 58.80"" S","15° 22' 58.80"" E",https://en.wikipedia.org/wiki/Boundji_Airport
BOF,KBOF,Bolling Air Force Base,US,20 feet,"38° 50' 34.41"" N","77° 0' 57.91"" W",
BOG,SKBO,El Dorado International Airport,CO,"8,361 feet","4° 42' 5.72"" N","74° 8' 48.84"" W",https://en.wikipedia.org/wiki/El_Dorado_International_Airport
BOH,EGHH,Bournemouth Airport,UK,38 feet,"50° 46' 48.00"" N","1° 50' 33.00"" W",https://www.bournemouthairport.com
BOI,KBOI,Boise Air Terminal (Gowen Field),US,"2,871 feet","43° 33' 51.70"" N","116° 13' 22.30"" W",https://en.wikipedia.org/wiki/Boise_Airport
BOJ,LBBG,Burgas Airport,BG,135 feet,"42° 34' 10.56"" N","27° 30' 54.72"" E",https://en.wikipedia.org/wiki/Burgas_Airport
BOK,KBOK,Brookings Airport,US,459 feet,"42° 4' 28.40"" N","124° 17' 24.34"" W",https://en.wikipedia.org/wiki/Brookings_Airport
BOL,EGQB,Bally Kelly Airport,UK,0 feet,"55° 3' 37.08"" N","7° 1' 13.01"" W",
BOM,VABB,Chhatrapati Shivaji Maharaj International Airport,IN,37 feet,"19° 5' 19.32"" N","72° 52' 4.43"" E",https://csmia.adaniairports.com
BON,TNCB,Flamingo International Airport,AN,20 feet,"12° 7' 51.60"" N","68° 16' 6.60"" W",https://en.wikipedia.org/wiki/Flamingo_International_Airport
BOO,ENBO,Bodø Airport,NO,42 feet,"67° 16' 9.13"" N","14° 21' 55.08"" E",https://en.wikipedia.org/wiki/Bodø_Airport
BOP,FEFO,Bouar Airport,CF,0 feet,"5° 57' 28.80"" N","15° 38' 13.20"" E",https://en.wikipedia.org/wiki/Bouar_Airport
BOR,LFSQ,Belfort - Fontaine Airport,FR,0 feet,"47° 39' 20.17"" N","7° 0' 38.99"" E",
BOS,KBOS,Logan International Airport,US,20 feet,"42° 21' 51.65"" N","71° 0' 18.65"" W",http://www.massport.com/logan/default.aspx
BOU,LFLD,Bourges Airport,FR,529 feet,"47° 3' 29.17"" N","2° 22' 13.01"" E",https://en.wikipedia.org/wiki/Bourges_Airport
BOW,KBOW,Bartow Municipal Airport,US,125 feet,"27° 56' 36.10"" N","81° 47' 0.30"" W",https://en.wikipedia.org/wiki/Bartow_Executive_Airport
BOX,YBRL,Borroloola Airport,AU,55 feet,"16° 4' 31.08"" S","136° 18' 7.21"" E",https://en.wikipedia.org/wiki/Borroloola_Airport
BOY,DFOO,Bobo-Dioulasso Airport,BF,"1,511 feet","11° 9' 36.36"" N","4° 19' 51.49"" W",https://en.wikipedia.org/wiki/Bobo_Dioulasso_Airport
BOZ,FEGZ,Bozoum Airport,CF,0 feet,"6° 20' 39.01"" N","16° 19' 18.84"" E",https://en.wikipedia.org/wiki/Bozoum_Airport
BPC,FKKV,Bamenda Airport,CM,"2,772 feet","6° 2' 21.26"" N","10° 7' 21.36"" E",https://en.wikipedia.org/wiki/Bamenda_Airport
BPE,VYBG,Bagan Airport,MM,312 feet,"21° 10' 43.68"" N","94° 55' 48.72"" E",https://en.wikipedia.org/wiki/Nyaung_U_Airport
BPF,AGBT,Batuna Airport,,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",
BPG,SBBW,Barra do Garças Airport,BR,"2,573 feet","15° 51' 40.68"" S","52° 23' 20.04"" W",https://en.wikipedia.org/wiki/Barra_do_Garças_Airport
BPH,RPMF,Bislig Airport,PH,12 feet,"8° 11' 45.42"" N","126° 19' 19.19"" E",https://en.wikipedia.org/wiki/Bislig_Airport
BPI,KBPI,Big Piney-Marbleton Airport,US,"6,990 feet","42° 35' 6.25"" N","110° 6' 40.15"" W",https://en.wikipedia.org/wiki/Miley_Memorial_Field
BPL,ZWBL,Alashankou Bole (Bortala) airport,CN,0 feet,"44° 53' 42.00"" N","82° 18' 0.00"" E",https://en.wikipedia.org/wiki/Bole_Alashankou_Airport
BPN,WALL,Sepinggan International Airport,ID,12 feet,"1° 16' 5.77"" S","116° 53' 38.39"" E",https://en.wikipedia.org/wiki/Sultan_Aji_Muhammad_Sulaiman_Sepinggan_Airport
BPR,RPVW,Borongan Airport,PH,0 feet,"11° 40' 27.48"" N","125° 28' 44.39"" E",https://en.wikipedia.org/wiki/Borongan_Airport
BPS,SBPS,Porto Seguro Airport,BR,168 feet,"16° 26' 18.96"" S","39° 4' 51.23"" W",https://en.wikipedia.org/wiki/Porto_Seguro_Airport
BPT,KBPT,Southeast Texas Regional Airport,US,15 feet,"29° 57' 3.00"" N","94° 1' 14.50"" W",http://co.jefferson.tx.us/setra/frames.htm
BPX,ZUBD,Qamdo Bangda Airport,CN,0 feet,"30° 33' 12.96"" N","97° 6' 29.88"" E",https://en.wikipedia.org/wiki/Qamdo_Bamda_Airport
BPY,FMNQ,Besalampy Airport,MG,125 feet,"16° 44' 40.31"" S","44° 28' 56.94"" E",https://en.wikipedia.org/wiki/Besalampy_Airport
BQA,RPUR,Baler Airport,PH,108 feet,"15° 43' 47.28"" N","121° 30' 0.00"" E",https://en.wikipedia.org/wiki/Dr._Juan_C._Angara_Airport
BQB,YBLN,Busselton Regional Airport,AU,0 feet,"33° 41' 18.32"" S","115° 24' 5.75"" E",https://en.wikipedia.org/wiki/Busselton_Margaret_River_Airport
BQD,BIBR,Búðardalur Airport,IS,0 feet,"65° 4' 31.09"" N","21° 48' 1.08"" W",
BQE,GGBU,Bubaque Airport,GW,0 feet,"11° 17' 50.48"" N","15° 50' 17.09"" W",https://en.wikipedia.org/wiki/Bubaque_Airport
BQG,UHNB,Bogorodskoye Airport,RU,0 feet,"52° 22' 48.00"" N","140° 26' 52.80"" E",
BQH,EGKB,London Biggin Hill Airport,UK,598 feet,"51° 19' 50.88"" N","0° 1' 57.00"" E",http://www.bigginhillairport.com
BQK,KBQK,Brunswick Golden Isles Airport,US,26 feet,"31° 15' 31.71"" N","81° 27' 59.39"" W",https://en.wikipedia.org/wiki/Brunswick_Golden_Isles_Airport
BQL,YBOU,Boulia Airport,AU,542 feet,"22° 54' 47.88"" S","139° 53' 59.98"" E",https://en.wikipedia.org/wiki/Boulia_Airport
BQN,TJBQ,Rafael Hernández Airport,PR,237 feet,"18° 29' 41.64"" N","67° 7' 45.85"" W",https://en.wikipedia.org/wiki/Rafael_Hernández_Airport
BQO,DIBN,Bouna Airport,CI,0 feet,"9° 16' 39.00"" N","3° 1' 31.01"" W",https://en.wikipedia.org/wiki/Tehini_Airport
BQQ,SNBX,Barra Airport,BR,"1,345 feet","11° 4' 53.48"" S","43° 8' 46.00"" W",https://en.wikipedia.org/wiki/Barra_Airport
BQS,UHBB,Ignatyevo Airport,RU,638 feet,"50° 25' 31.44"" N","127° 24' 43.21"" E",https://en.wikipedia.org/wiki/Ignatyevo_Airport
BQT,UMBB,Brest Airport,RU,468 feet,"52° 6' 29.88"" N","23° 53' 53.16"" E",https://en.wikipedia.org/wiki/Brest_Airport
BQU,TVSB,J.F. Mitchell Airport,VC,15 feet,"12° 59' 18.24"" N","61° 15' 43.20"" W",https://en.wikipedia.org/wiki/J._F._Mitchell_Airport
BQW,YBGO,Balgo Hill Airport,AU,0 feet,"20° 8' 53.88"" S","127° 58' 22.80"" E",https://en.wikipedia.org/wiki/Balgo_Hill_Airport
BRA,SNBR,Barreiras Airport,BR,"2,447 feet","12° 4' 44.01"" S","45° 0' 32.38"" W",https://en.wikipedia.org/wiki/Barreiras_Airport
BRB,SBRR,Barreirinhas Airport,BR,0 feet,"2° 45' 20.00"" S","42° 48' 36.00"" W",https://en.wikipedia.org/wiki/Barreirinhas_Airport
BRC,SAZS,San Carlos de Bariloche International Airport,AR,"2,776 feet","41° 9' 4.32"" S","71° 9' 27.00"" W",https://en.wikipedia.org/wiki/San_Carlos_de_Bariloche_Airport
BRD,KBRD,Brainerd Lakes Regional Airport,US,"1,232 feet","46° 24' 6.30"" N","94° 8' 8.00"" W",https://en.wikipedia.org/wiki/Brainerd_Lakes_Regional_Airport
BRE,EDDW,Bremen Airport,DE,14 feet,"53° 2' 51.00"" N","8° 47' 12.01"" E",https://en.wikipedia.org/wiki/Bremen_Airport
BRI,LIBD,Palese Macchie Airport,IT,177 feet,"41° 8' 20.04"" N","16° 45' 38.16"" E",https://en.wikipedia.org/wiki/Bari_Karol_Wojtyla_Airport
BRK,YBKE,Bourke Airport,AU,352 feet,"30° 2' 21.12"" S","145° 57' 7.19"" E",https://en.wikipedia.org/wiki/Bourke_Airport
BRL,KBRL,Southeast Iowa Regional Airport,US,698 feet,"40° 46' 59.61"" N","91° 7' 31.82"" W",https://en.wikipedia.org/wiki/Southeast_Iowa_Regional_Airport
BRM,SVBM,Jacinto Lara International Airport,VE,"2,042 feet","10° 2' 33.89"" N","69° 21' 31.03"" W",https://en.wikipedia.org/wiki/Jacinto_Lara_International_Airport
BRN,LSZB,Bern Airport,CH,"1,674 feet","46° 54' 50.76"" N","7° 29' 49.74"" E",https://www.bernairport.ch
BRO,KBRO,Brownsville/South Padre Island International Airport,US,22 feet,"25° 54' 24.60"" N","97° 25' 33.10"" W",http://www.flybrownsville.com
BRQ,LKTB,Brno-Tu?any Airport,CZ,778 feet,"49° 9' 4.67"" N","16° 41' 39.84"" E",https://en.wikipedia.org/wiki/Brno-Tuřany_Airport
BRR,EGPR,Barra Airport (Northbay Airport),UK,0 feet,"57° 1' 22.08"" N","7° 26' 35.02"" W",https://en.wikipedia.org/wiki/Barra_Airport
BRS,EGGD,Bristol Airport,UK,622 feet,"51° 22' 57.73"" N","2° 43' 8.72"" W",https://www.bristolairport.co.uk
BRT,YBTI,Bathurst Island Airport,AU,67 feet,"11° 46' 9.12"" S","130° 37' 11.98"" E",https://en.wikipedia.org/wiki/Bathurst_Island_Airport
BRU,EBBR,Brussels Airport,BE,184 feet,"50° 54' 5.05"" N","4° 29' 3.98"" E",https://www.brusselsairport.be
BRV,EDWB,Bremerhaven Airport,DE,11 feet,"53° 30' 24.99"" N","8° 34' 22.00"" E",https://en.wikipedia.org/wiki/Bremerhaven_Airport
BRW,PABR,Wiley Post-Will Rogers Memorial Airport,US,44 feet,"71° 17' 7.44"" N","156° 45' 57.62"" W",https://en.wikipedia.org/wiki/Wiley_Post–Will_Rogers_Memorial_Airport
BRX,MDBH,Maria Montez International Airport,DO,10 feet,"18° 15' 5.40"" N","71° 7' 13.44"" W",https://en.wikipedia.org/wiki/María_Montez_International_Airport
BRY,KBRY,Samuels Field,US,669 feet,"37° 48' 51.60"" N","85° 29' 58.70"" W",https://en.wikipedia.org/wiki/Samuels_Field
BSA,HCMF,Bender Qassim International Airport,SO,0 feet,"11° 16' 31.08"" N","49° 8' 57.84"" E",https://en.wikipedia.org/wiki/Bosaso_Airport
BSB,SBBR,Presidente Juscelino Kubitschek International Airport,BR,"3,479 feet","15° 52' 9.00"" S","47° 55' 15.00"" W",http://www.infraero.com.br/index.php/br/aeroportos/distrito-federal/aeroporto-internacional-de-brasilia.html
BSC,SKBS,José Celestino Mutis Airport,CO,80 feet,"6° 12' 10.51"" N","77° 23' 40.92"" W",https://en.wikipedia.org/wiki/José_Celestino_Mutis_Airport
BSD,ZPBS,Baoshan Airport,CN,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",https://en.wikipedia.org/wiki/Baoshan_Yunrui_Airport
BSE,WBGN,Sematan Airport,MY,0 feet,"1° 48' 49.00"" N","109° 45' 46.80"" E",https://en.wikipedia.org/wiki/Sematan_Airport
BSF,PHSF,Bradshaw Army Airfield,US,0 feet,"19° 45' 36.36"" N","155° 33' 14.40"" W",
BSG,FGBT,Bata Airport,,13 feet,"1° 54' 19.69"" N","9° 48' 20.45"" E",https://en.wikipedia.org/wiki/Bata_Airport
BSJ,YBNS,Bairnsdale Airport,AU,165 feet,"37° 53' 15.00"" S","147° 34' 4.78"" E",https://en.wikipedia.org/wiki/Bairnsdale_Airport
BSK,DAUB,Biskra Airport,DZ,289 feet,"34° 47' 35.88"" N","5° 44' 17.63"" E",https://en.wikipedia.org/wiki/Biskra_Airport
BSL,LFSB,EuroAirport Basel Mulhouse Freiburg,FR,885 feet,"47° 35' 22.56"" N","7° 31' 47.68"" E",https://www.euroairport.com
BSM,OINJ,Bishe Kola Air Base,IR,0 feet,"36° 39' 18.37"" N","52° 20' 58.57"" E",https://en.wikipedia.org/wiki/Bishe_Kola_Airbase
BSN,FEFS,Bossangoa Airport,CF,0 feet,"6° 29' 31.20"" N","17° 25' 44.40"" E",https://en.wikipedia.org/wiki/Bossangoa_Airport
BSO,RPUO,Basco Airport,PH,291 feet,"20° 27' 4.68"" N","121° 58' 48.01"" E",https://en.wikipedia.org/wiki/Basco_Airport
BSR,ORMM,Basrah International Airport,IQ,11 feet,"30° 32' 56.76"" N","47° 39' 43.57"" E",https://en.wikipedia.org/wiki/Basra_International_Airport
BSS,SNBS,Balsas Airport,BR,930 feet,"7° 31' 33.72"" S","46° 3' 11.79"" W",
BST,OABT,Bost Airport,AF,198 feet,"31° 33' 34.92"" N","64° 21' 53.99"" E",https://en.wikipedia.org/wiki/Bost_Airport
BSU,FZEN,Basankusu Airport,CD,0 feet,"1° 13' 28.99"" N","19° 47' 20.04"" E",https://en.wikipedia.org/wiki/Basankusu_Airport
BSX,VYPN,Bassein Airport,MM,20 feet,"16° 48' 54.72"" N","94° 46' 47.64"" E",https://en.wikipedia.org/wiki/Pathein_Airport
BSY,HCMD,Bardera Airport,,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",https://en.wikipedia.org/wiki/Bardera_Airport
BTA,FKKO,Bertoua Airport,CM,"1,325 feet","4° 32' 55.00"" N","13° 43' 33.96"" E",https://en.wikipedia.org/wiki/Bertoua_Airport
BTB,FCOT,Betou Airport,CG,0 feet,"3° 2' 60.00"" N","18° 30' 0.00"" E",https://en.wikipedia.org/wiki/Betou_Airport
BTC,VCCB,Batticaloa Airport,LK,20 feet,"7° 42' 20.74"" N","81° 40' 43.69"" E",https://en.wikipedia.org/wiki/Batticaloa_International_Airport
BTE,GFBN,Bonthe Airport,,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",https://en.wikipedia.org/wiki/Sherbro_International_Airport
BTF,KBTF,Skypark Airport,US,"4,234 feet","40° 52' 9.80"" N","111° 55' 37.78"" W",https://en.wikipedia.org/wiki/Skypark_Airport
BTG,FEGF,Batangafo Airport,CF,0 feet,"7° 18' 50.80"" N","18° 18' 31.68"" E",https://en.wikipedia.org/wiki/Batangafo_Airport
BTH,WIDD,Hang Nadim Airport,ID,126 feet,"1° 7' 15.71"" N","104° 7' 8.41"" E",https://en.wikipedia.org/wiki/Hang_Nadim_International_Airport
BTI,PABA,Barter Island LRRS,US,2 feet,"70° 8' 2.41"" N","143° 34' 55.20"" W",https://en.wikipedia.org/wiki/Barter_Island_LRRS_Airport
BTJ,WITT,Sultan Iskandarmuda Airport,ID,65 feet,"5° 31' 24.67"" N","95° 25' 13.45"" E",https://en.wikipedia.org/wiki/Sultan_Iskandar_Muda_International_Airport
BTK,UIBB,Bratsk Airport,RU,"1,610 feet","56° 22' 14.17"" N","101° 41' 52.79"" E",https://en.wikipedia.org/wiki/Bratsk_Airport
BTL,KBTL,W. K. Kellogg Airport,US,952 feet,"42° 18' 26.20"" N","85° 15' 5.33"" W",https://en.wikipedia.org/wiki/W._K._Kellogg_Airport
BTM,KBTM,Bert Mooney Airport,US,"5,550 feet","45° 57' 17.30"" N","112° 29' 50.90"" W",https://en.wikipedia.org/wiki/Bert_Mooney_Airport
BTN,KBBP,Marlboro County Jetport,US,"1,318 feet","45° 48' 54.80"" N","97° 44' 35.30"" W",https://en.wikipedia.org/wiki/Marlboro_County_Jetport
BTP,KBTP,Butler County Airport (K.W. Scholter Field),US,"1,248 feet","40° 46' 36.96"" N","79° 56' 58.97"" W",https://en.wikipedia.org/wiki/Pittsburgh-Butler_Regional_Airport
BTQ,HRYI,Butare Airport,,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",https://en.wikipedia.org/wiki/Butare_Airport
BTR,KBTR,Baton Rouge Metropolitan Airport (Ryan Field),US,70 feet,"30° 31' 59.40"" N","91° 8' 58.70"" W",http://www.flybtr.com
BTS,LZIB,Bratislava Airport,SK,436 feet,"48° 10' 12.72"" N","17° 12' 45.72"" E",https://www.bts.aero
BTT,PABT,Bettles Airport,US,647 feet,"66° 54' 50.05"" N","151° 31' 44.43"" W",https://en.wikipedia.org/wiki/Bettles_Airport
BTU,WBGB,Bintulu Airport,MY,74 feet,"3° 7' 25.86"" N","113° 1' 11.99"" E",https://en.wikipedia.org/wiki/Bintulu_Airport
BTV,KBTV,Burlington International Airport,US,335 feet,"44° 28' 18.70"" N","73° 9' 11.80"" W",https://en.wikipedia.org/wiki/Burlington_International_Airport
BTW,WAOC,Batu Licin Airport,ID,3 feet,"3° 24' 44.68"" S","115° 59' 42.01"" E",
BTX,YBEO,Betoota Airport,AU,0 feet,"25° 38' 30.12"" S","140° 46' 58.82"" E",
BTY,KBTY,Beatty Airport,US,"3,170 feet","36° 51' 39.81"" N","116° 47' 13.21"" W",https://en.wikipedia.org/wiki/Beatty_Airport
BTZ,LTBE,Bursa Airport,TR,0 feet,"40° 13' 59.88"" N","29° 0' 33.12"" E",
BUA,AYBK,Buka Island Airport,PG,11 feet,"5° 25' 20.35"" S","154° 40' 22.81"" E",https://en.wikipedia.org/wiki/Buka_Airport
BUB,KBUB,Cram Field,US,"2,182 feet","41° 46' 36.10"" N","99° 8' 59.10"" W",
BUC,YBKT,Burketown Airport,AU,21 feet,"17° 44' 54.96"" S","139° 32' 2.39"" E",https://en.wikipedia.org/wiki/Burketown_Airport
BUD,LHBP,Budapest Ferenc Liszt International Airport,HU,495 feet,"47° 26' 12.84"" N","19° 15' 20.16"" E",http://www.bud.hu
BUF,KBUF,Buffalo Niagara International Airport,US,728 feet,"42° 56' 25.89"" N","78° 43' 55.80"" W",http://www.buffaloairport.com
BUG,FNBG,Benguela Airport (Gen. V. Deslandes Airport),AO,118 feet,"12° 36' 32.40"" S","13° 24' 13.32"" E",https://en.wikipedia.org/wiki/Benguela_Airport
BUI,WAJB,Bokondini Airport,ID,0 feet,"3° 35' 1.12"" S","138° 32' 0.41"" E",https://en.wikipedia.org/wiki/Bokondini_Airport
BUJ,DAAD,Ain Eddis Airport,DZ,"1,506 feet","35° 19' 57.00"" N","4° 12' 23.00"" E",https://en.wikipedia.org/wiki/Bou_Saada_Airport
BUM,KBUM,Butler Memorial Airport,US,892 feet,"38° 17' 23.17"" N","94° 20' 24.46"" W",
BUN,SKBU,Gerardo Tobar López Airport,CO,48 feet,"3° 49' 10.67"" N","76° 59' 23.28"" W",https://en.wikipedia.org/wiki/Gerardo_Tobar_López_Airport
BUO,HCMV,Burao Airport,SO,0 feet,"9° 31' 39.00"" N","45° 33' 17.64"" E",https://en.wikipedia.org/wiki/Burao_Airport
BUP,VIBT,Bhisiana Air Force Base,IN,662 feet,"30° 16' 12.36"" N","74° 45' 20.87"" E",
BUQ,FVBU,Joshua Mqabuko Nkomo International Airport,ZW,"4,359 feet","20° 1' 2.64"" S","28° 37' 4.44"" E",https://en.wikipedia.org/wiki/Joshua_Mqabuko_Nkomo_International_Airport
BUR,KBUR,Bob Hope Airport,US,778 feet,"34° 12' 2.40"" N","118° 21' 31.20"" W",http://bobhopeairport.com
BUS,UGSB,Batumi Airport (Chorokh Airport),GE,105 feet,"41° 36' 37.07"" N","41° 35' 58.92"" E",https://en.wikipedia.org/wiki/Batumi_International_Airport
BUT,VQBT,Bathpalathang Airport,BT,"8,858 feet","27° 33' 46"" N","90° 44' 47"" E",https://en.wikipedia.org/wiki/Bathpalathang_Airport
BUV,SUBU,Bella Unión Airport,UY,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",https://en.wikipedia.org/wiki/Placeres_Airport
BUW,WAWB,Baubau Airport (Betoambari Airport),ID,164 feet,"5° 29' 12.77"" S","122° 34' 8.40"" E",
BUX,FZKA,Bunia Airport,CD,"4,045 feet","1° 33' 56.59"" N","30° 13' 14.88"" E",https://en.wikipedia.org/wiki/Bunia_Airport
BUY,YBUN,Bunbury Airport,AU,617 feet,"33° 22' 41.88"" S","115° 40' 37.21"" E",https://en.wikipedia.org/wiki/Bunbury_Airport
BUZ,OIBB,Bushehr Airport,IR,68 feet,"28° 56' 41.28"" N","50° 50' 4.55"" E",https://en.wikipedia.org/wiki/Bushehr_Airport
BVA,LFOB,Paris Beauvais Tillé Airport,FR,359 feet,"49° 27' 15.84"" N","2° 6' 46.01"" E",https://en.wikipedia.org/wiki/Beauvais–Tillé_Airport
BVB,SBBV,Boa Vista International Airport,BR,276 feet,"2° 50' 29.00"" N","60° 41' 32.00"" W",https://en.wikipedia.org/wiki/Boa_Vista_International_Airport
BVC,GVBA,Rabil Airport,CV,69 feet,"16° 8' 11.40"" N","22° 53' 20.04"" W",https://en.wikipedia.org/wiki/Aristides_Pereira_International_Airport
BVE,LFBV,Brive - La Roche Airport,FR,379 feet,"45° 9' 2.88"" N","1° 28' 9.01"" E",https://en.wikipedia.org/wiki/Brive–Laroche_Airport
BVF,NFNU,Dama Airport,,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",
BVG,ENBV,Berlevåg Airport,NO,43 feet,"70° 52' 17.00"" N","29° 2' 3.00"" E",https://en.wikipedia.org/wiki/Berlevåg_Airport
BVH,SBVH,Vilhena Airport,BR,"2,018 feet","12° 41' 39.84"" S","60° 5' 53.88"" W",https://en.wikipedia.org/wiki/Vilhena_Airport
BVI,YBDV,Birdsville Airport,AU,"1,253 feet","25° 53' 51.00"" S","139° 20' 52.83"" E",https://en.wikipedia.org/wiki/Birdsville_Airport
BVK,SLHJ,Huacaraje Airport,BO,31 feet,"13° 33' 0.00"" S","63° 44' 52.43"" W",
BVK,PABL,Buckland Airport,US,31 feet,"65° 58' 53.75"" N","161° 8' 56.41"" W",https://en.wikipedia.org/wiki/Buckland_Airport
BVL,SLBA,Baures Airport,BO,0 feet,"13° 34' 60.00"" S","63° 34' 60.00"" W",
BVL,SLBU,Baures Airport,BO,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",
BVM,SNBL,Belmonte Airport,BR,33 feet,"15° 52' 18.10"" S","38° 52' 18.90"" W",
BVO,KBVO,Bartlesville Municipal Airport,US,711 feet,"36° 45' 51.30"" N","96° 0' 40.32"" W",https://en.wikipedia.org/wiki/Bartlesville_Municipal_Airport
BVR,GVBR,Esparadinha Airport,,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",
BVS,SNVS,Breves Airport,BR,98 feet,"1° 38' 11.51"" S","50° 26' 37.01"" W",https://en.wikipedia.org/wiki/Breves_Airport
BVU,PABG,Beluga Airport,US,0 feet,"61° 10' 19.92"" N","151° 2' 38.42"" W",
BVX,KBVX,Batesville Regional Airport,US,465 feet,"35° 43' 34.40"" N","91° 38' 50.80"" W",https://en.wikipedia.org/wiki/Batesville_Regional_Airport
BVY,KBVY,Beverly Municipal Airport,US,107 feet,"42° 35' 3.00"" N","70° 54' 59.50"" W",https://en.wikipedia.org/wiki/Beverly_Regional_Airport
BVZ,YBYS,Beverley Springs Airport,AU,0 feet,"16° 43' 59.88"" S","125° 25' 58.80"" E",
BWA,VNBW,Gautam Buddha Airport,NP,344 feet,"27° 30' 20.52"" N","83° 24' 58.67"" E",https://airports.caanepal.gov.np/gbia/
BWB,YBWX,Barrow Island Airport,AU,26 feet,"20° 51' 51.84"" S","115° 24' 21.59"" E",https://en.wikipedia.org/wiki/Barrow_Island_Airport
BWC,KBWC,Brawley Municipal Airport,US,-129 feet,"32° 59' 34.58"" N","115° 31' 0.76"" W",https://en.wikipedia.org/wiki/Brawley_Municipal_Airport
BWD,KBWD,Brownwood Regional Airport,US,"1,387 feet","31° 47' 37.04"" N","98° 57' 23.38"" W",http://www.brownwoodtx.com/we/we_gov_airport.asp
BWE,EDVE,Braunschweig-Wolfsburg Regional Airport,DE,295 feet,"52° 19' 9.11"" N","10° 33' 21.96"" E",https://en.wikipedia.org/wiki/Braunschweig_Wolfsburg_Airport
